"Id nieruchomości","Nazwa dewelopera","Nr KRS","Nr wpisu do CEiDG","Nr NIP","Nr REGON","Nr telefonu","Adres poczty elektronicznej","Nr faxu","Adres strony internetowej dewelopera","Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera ","Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nazwa inwestycji","Adres strony internetowej inwestycji","Województwo adresu lokalu w którym prowadzona jest sprzedaż","Powiat adresu lokalu w którym prowadzona jest sprzedaż","Gmina adresu lokalu w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu w którym prowadzona jest sprzedaż","Ulica adresu lokalu w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu w którym prowadzona jest sprzedaż","Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Rodzaj nieruchomości: lokal mieszkalny dom jednorodzinny","Nr nieruchomości nadany przez dewelopera",Powierzchnia,"Piętro nieruchomości","Liczba pokoi","Stawka VAT (%)",Waluta,"Cena za m2 nieruchomości","Data od której obowiązuje cena za m2 nieruchomości","Cena nieruchomości","Data od której obowiązuje cena nieruchomości","Adres strony internetowej pod którym dostępny jest prospekt informacyjny","Inne świadczenia pieniężne"
2564,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A6.4,49.36,6,2,8,PLN,9100.00,"2025-11-04 00:00",449176.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2565,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A6.5,82.69,6,4,8,PLN,8600.00,"2025-11-04 00:00",711134.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2566,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A6.6,34.81,6,2,8,PLN,10200.00,"2025-11-04 00:00",355062.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2567,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A6.7,68.82,6,3,8,PLN,9400.00,"2025-11-04 00:00",646908.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2568,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.1,83.02,7,4,8,PLN,9300.00,"2025-11-04 00:00",772086.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2569,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.2,39.46,7,2,8,PLN,10400.00,"2025-11-04 00:00",410384.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2570,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.3,40.43,7,2,8,PLN,10300.00,"2025-11-04 00:00",416429.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2571,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.4,49.36,7,2,8,PLN,9400.00,"2025-11-04 00:00",463984.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2572,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.5,82.69,7,4,8,PLN,8800.00,"2025-11-04 00:00",727672.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2573,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.6,34.81,7,2,8,PLN,10500.00,"2025-11-04 00:00",365505.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2574,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A7.7,68.82,7,3,8,PLN,9700.00,"2025-11-04 00:00",667554.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2575,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.1,83.02,8,4,8,PLN,9500.00,"2025-11-04 00:00",788690.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2576,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.2,39.46,8,2,8,PLN,10800.00,"2025-11-04 00:00",426168.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2577,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.3,40.43,8,2,8,PLN,10700.00,"2025-11-04 00:00",432601.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2578,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.4,49.36,8,2,8,PLN,9700.00,"2025-11-04 00:00",478792.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2579,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.5,83.70,8,4,8,PLN,9100.00,"2025-11-04 00:00",761670.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2580,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.6,34.81,8,2,8,PLN,10900.00,"2025-11-04 00:00",379429.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2581,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A8.7,68.82,8,3,8,PLN,10000.00,"2025-11-04 00:00",688200.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2582,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.1,83.02,9,4,8,PLN,9800.00,"2025-11-04 00:00",813596.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2583,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.2,39.46,9,2,8,PLN,11200.00,"2025-11-04 00:00",441952.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2584,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.3,40.43,9,2,8,PLN,11100.00,"2025-11-04 00:00",448773.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2585,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.4,49.36,9,2,8,PLN,10000.00,"2025-11-04 00:00",493600.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2586,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.5,83.70,9,4,8,PLN,9400.00,"2025-11-04 00:00",786780.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2587,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.6,34.81,9,2,8,PLN,11300.00,"2025-11-04 00:00",393353.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2588,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A9.7,68.82,9,3,8,PLN,10300.00,"2025-11-04 00:00",708846.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2589,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.1,83.02,10,4,8,PLN,10100.00,"2025-11-04 00:00",838502.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2590,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.2,39.46,10,2,8,PLN,11600.00,"2025-11-04 00:00",457736.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2591,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.3,40.43,10,2,8,PLN,11500.00,"2025-11-04 00:00",464945.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2592,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.4,49.36,10,2,8,PLN,10300.00,"2025-11-04 00:00",508408.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2593,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.5,83.70,10,4,8,PLN,9700.00,"2025-11-04 00:00",811890.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2594,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.6,34.81,10,2,8,PLN,11700.00,"2025-11-04 00:00",407277.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2595,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,Mieszkanie,A10.7,68.82,10,3,8,PLN,10600.00,"2025-11-04 00:00",729492.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2596,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(-1)1,5.71,-1,X,8,PLN,4698.35,"2025-11-04 00:00",26827.60,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2597,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(-1)2,3.81,-1,X,8,PLN,5000.00,"2025-11-04 00:00",19050.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2598,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(-1)3,1.79,-1,X,8,PLN,6400.00,"2025-11-04 00:00",11456.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2599,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(-1)4,1.70,-1,X,8,PLN,6400.00,"2025-11-04 00:00",10880.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2600,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(-1)5,2.04,-1,X,8,PLN,6200.00,"2025-11-04 00:00",12648.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2601,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(0)1,3.81,0,X,8,PLN,4900.00,"2025-11-04 00:00",18669.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2602,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(0)2,1.79,0,X,8,PLN,6500.00,"2025-11-04 00:00",11635.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2603,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(0)3,1.70,0,X,8,PLN,6500.00,"2025-11-04 00:00",11050.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2604,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(0)4,1.94,0,X,8,PLN,6200.00,"2025-11-04 00:00",12028.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2605,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PA(0)5,2.94,0,X,8,PLN,5600.00,"2025-11-04 00:00",16464.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
